PID,Address,LotArea,FullBath,BedroomAbvGr,finishedsqft,DateSold,MoSold,YrSold,price,Neighborhood,totalrooms,BldgType,YrBuilt, zestimate ,zindexvalue,Zipcode,Longitude,Latitude
7302,146 Ramsell St,2495,1,3,1081,10/10/2013,10,2013,660000,Ingleside Heights,5,SingleFamily,1945,"650,064.00","688,100",94132,-122.465911,37.713371
7303,416 Molimo Dr,2752,1,2,1087,10/10/2013,10,2013,735000,Miraloma Park,5,SingleFamily,1948,"1,041,796.00","1,227,600",94127,-122.451133,37.738178
7304,229 Brannan St UNIT 3H,82966,1,1,927,1/9/2015,1,2015,920000,South Beach,4,Condominium,2001,"1,133,526.00","1,269,100",94107,-122.390364,37.782575
7305,88 Townsend St,22427,1,1,797,3/28/2014,3,2014,175000,South Beach,2,SingleFamily,2004,"1,191,646.00","1,269,100",94107,-122.390693,37.781166
7306,146 Faith St,1750,2,3,1526,10/10/2013,10,2013,1020000,Bernal Heights,5,SingleFamily,1992,"1,786,925.00","1,214,400",94110,-122.406746,37.744435
7307,1832 Broderick St,3034,2,3,1653,1/19/2016,1,2016,208000,Lower Pacific Heights,10,Condominium,1910,"1,752,447.00","1,146,900",94115,-122.44172,37.78744
7308,312 Locust St,4057,2,3,1155,10/16/2014,10,2014,1925000,Presidio Heights,8,Condominium,1910,"2,428,480.00","5,244,900",94118,-122.4519,37.78823
7309,423 Waller St APT 5,2982,1,1,588,10/9/2013,10,2013,489000,Hayes Valley,2,Condominium,1965,"709,979.00","1,202,900",94117,-122.430732,37.770852
7310,1734 Mckinnon Ave,2495,3,4,1064,10/9/2013,10,2013,550000,Bayview,5,SingleFamily,1925,"710,799.00","719,000",94124,-122.391594,37.737505
7311,3120 Franklin St APT 1,0,1,1,763,10/9/2013,10,2013,680000,Marina,3,Condominium,1924,"974,920.00","2,157,700",94123,-122.426308,37.80341
7312,3430 Moraga St,1873,2,3,1400,10/9/2013,10,2013,700000,Outer Sunset,6,SingleFamily,1940,"1,081,604.00","1,030,300",94122,-122.499697,37.755302
7313,371 Delano Ave,2021,3,4,1350,10/9/2013,10,2013,728000,Mission Terrace,6,SingleFamily,1967,"1,123,513.00","986,000",94112,-122.442776,37.723415
7314,1945 Washington St APT 203,17557,2,2,943,10/9/2013,10,2013,915000,Pacific Heights,4,Condominium,1987,"1,200,867.00","1,884,400",94109,-122.425281,37.792472
7315,1254 Washington St # 1234,5813,2,3,1280,10/9/2013,10,2013,947500,Nob Hill,6,Condominium,1913,"1,152,801.00","1,440,700",94108,-122.413805,37.794385
7316,860 Head St,6039,2,4,1600,10/9/2013,10,2013,1150000,Ingleside Terrace,7,SingleFamily,1923,"1,485,936.00","1,621,200",94132,-122.463182,37.722336
7317,1721 Noe St,2012,2.5,2,1417,10/9/2013,10,2013,1333000,Glen Park,7,SingleFamily,1936,"1,898,438.00","1,628,900",94131,-122.430696,37.74146
7318,3993 Cesar Chavez St,1485,1,2,1450,10/9/2013,10,2013,1600000,Noe Valley,6,SingleFamily,1908,"1,792,642.00","1,751,900",94131,-122.42898,37.747406
7319,58 Collingwood St # 3,3083,3,3,1704,10/9/2013,10,2013,1630000,Eureka Valley - Dolores Heights - Castro,6,Condominium,1906,"1,555,550.00","1,718,500",94114,-122.436496,37.761468
7320,3885 20th St,0,2,3,1304,10/9/2013,10,2013,1700000,Eureka Valley - Dolores Heights - Castro,6,Condominium,1924,"1,512,918.00","1,718,500",94114,-122.427598,37.758044
7321,1980 Vallejo St APT 5,9323,3,3,2718,10/9/2013,10,2013,2850000,Pacific Heights,7,Condominium,1926,"4,351,629.00","1,884,400",94123,-122.429983,37.796172
7322,475 Tehama St UNIT 301,4000,1,1,577,10/8/2013,10,2013,537000,South of Market,3,Condominium,2005,"764,674.00","957,300",94103,-122.405891,37.779666
7323,1816 23rd St,6825,1,2,1134,10/8/2013,10,2013,535000,Potrero Hill,4,Condominium,1988,"1,090,214.00","1,264,000",94107,-122.39811,37.754995
7324,30 Miller Pl APT 1,2461,2,2,1782,10/8/2013,10,2013,1615000,Nob Hill,5,Condominium,1963,"2,724,069.00","1,440,700",94108,-122.408948,37.79341
7325,2701 Van Ness Ave APT 503,11915,1,1,551,10/8/2013,10,2013,505000,Cow Hollow,2,Condominium,1929,"639,653.00","2,134,300",94109,-122.424849,37.800573
7326,66 Cleary Ct APT 1106,65376,2,3,1099,10/8/2013,10,2013,615000,Western Addition,5,Condominium,1963,"891,829.00","971,300",94109,-122.426971,37.784347
7327,3627 19th St,3206,1,2,1030,10/8/2013,10,2013,1075000,Mission,6,Condominium,1907,"1,130,445.00","1,167,700",94110,-122.424312,37.75966
7328,1134 Castro St,2495,1,1,1200,10/8/2013,10,2013,1150000,Noe Valley,8,Townhouse,1886,"1,530,338.00","1,751,900",94114,-122.434504,37.752373
7329,2006 32nd Ave,1746,1,2,800,10/8/2013,10,2013,665000,Parkside,4,SingleFamily,1943,"849,078.00","1,094,000",94116,-122.489882,37.749693
7330,2239 45th Ave,2996,3,2,1345,10/8/2013,10,2013,800000,Outer Parkside,5,SingleFamily,1927,"1,050,129.00","982,900",94116,-122.504087,37.744779
7331,222 Hermann St,0,2,2,1043,10/8/2013,10,2013,1050000,Hayes Valley,5,Condominium,1892,"1,081,514.00","1,202,900",94117,-122.428963,37.770584
7332,2001 Mcallister St APT 109,98109,1,1,632,10/8/2013,10,2013,590000,North Panhandle,4,MultiFamily2To4,2002,"732,843.00","1,211,900",94118,-122.4457,37.776385
7333,182 8th Ave,2065,2,2,1575,10/8/2013,10,2013,1100000,Lake,8,Condominium,1914,"1,396,472.00","2,202,400",94118,-122.466459,37.785143
7334,601 42nd Ave,2700,3,4,2770,10/8/2013,10,2013,800000,Outer Richmond,9,SingleFamily,1923,"1,502,315.00","1,187,700",94121,-122.50307,37.777171
7335,466 39th Ave,3000,1,3,2013,10/8/2013,10,2013,850000,Outer Richmond,7,SingleFamily,1925,"1,946,498.00","1,187,700",94121,-122.499452,37.780095
7336,259 32nd Ave,2861,1.5,3,2141,10/8/2013,10,2013,1927000,Sea Cliff,6,SingleFamily,1907,"3,373,862.00","4,400,200",94121,-122.492869,37.784356
7337,250 32nd Ave,2996,2,4,2540,10/8/2013,10,2013,2408000,Sea Cliff,8,SingleFamily,1911,"4,695,009.00","4,400,200",94121,-122.492245,37.784454
7338,1510 22nd Ave,2060,1,3,1055,10/8/2013,10,2013,800000,Central Sunset,5,SingleFamily,1925,"921,639.00","1,111,300",94122,-122.479793,37.759426
7339,59 Rico Way,2500,1.5,3,1675,12/21/2015,12,2015,2550000,Marina,6,SingleFamily,1925,"3,186,829.00","2,157,700",94123,-122.43965,37.804909
7340,1980 Vallejo St APT 2,9323,3,4,2718,10/8/2013,10,2013,2725000,Pacific Heights,7,Condominium,1926,"4,336,950.00","1,884,400",94123,-122.429983,37.796172
7341,1203 Bosworth St,2234,2,2,1039,10/8/2013,10,2013,950000,Glen Park,6,SingleFamily,1926,"1,265,095.00","1,628,900",94131,-122.441103,37.735219
7342,53 Everson St,5134,3,5,2865,10/8/2013,10,2013,1739000,Glen Park,11,SingleFamily,1964,"3,117,349.00","1,628,900",94131,-122.430418,37.738291
7343,720 York St UNIT 217,21729,1,1,552,10/12/2013,10,2013,511000,Mission,2,Condominium,1999,"742,908.00","1,167,700",94110,-122.409205,37.759831
7344,230 N Lake Merced Hls APT 3A,10840,2,2,1242,10/7/2013,10,2013,520000,Lakeshore,4,Condominium,1975,"730,553.00","1,237,900",94132,-122.481964,37.713202
7345,615 Lisbon St,2500,2,2,840,10/7/2013,10,2013,610000,Excelsior,4,SingleFamily,1906,"679,072.00","757,400",94112,-122.435914,37.718492
7346,405 Dolores St # 301,1875,2,2,981,10/7/2013,10,2013,1250000,Mission,4,Condominium,1994,"1,191,011.00","1,167,700",94110,-122.425868,37.762855
7347,514 Precita Ave,2609,1,2,1303,10/7/2013,10,2013,1255000,Bernal Heights,5,SingleFamily,1923,"1,150,198.00","1,214,400",94110,-122.410203,37.747026
7348,200 Dolores St # 4,0,2,2,1394,10/7/2013,10,2013,1603000,Mission,5,Condominium,2014,"1,812,327.00","1,167,700",94103,-122.426642,37.766119
7349,1638 Quesada Ave,2500,1,2,1126,10/4/2013,10,2013,525000,Bayview,5,SingleFamily,1927,"644,693.00","719,000",94124,-122.390179,37.732919
7350,34 Francis St,2500,1,2,900,10/4/2013,10,2013,605000,Mission Terrace,4,SingleFamily,1904,"822,824.00","986,000",94112,-122.434049,37.72716
7351,2401 44th Ave UNIT 4,5750,2,2,1210,10/4/2013,10,2013,700000,Outer Parkside,5,Condominium,2008,"789,168.00","982,900",94116,-122.502677,37.741615
7352,829 Folsom St UNIT 800,10313,1,1,812,10/4/2013,10,2013,725000,Yerba Buena,3,Condominium,2010,"922,892.00","993,200",94107,-122.401649,37.781154
7353,1700 Gough St # 39,11172,2,2,640,10/4/2013,10,2013,730000,Van Ness - Civic Center,4,Condominium,1980,"618,065.00","839,200",94109,-122.42523,37.789305
7354,921 Prague St,3114,3,3,2220,10/4/2013,10,2013,780000,Crocker Amazon,7,SingleFamily,1925,"1,101,291.00","817,600",94112,-122.435397,37.709908
7355,1540 Lombard St APT J,7582,1,2,866,10/4/2013,10,2013,825000,Marina,5,Condominium,1947,"1,052,911.00","2,157,700",94123,-122.42702,37.801322
7356,225 17th Ave,3000,1.5,2,1628,10/4/2013,10,2013,860000,Central Richmond,6,SingleFamily,1915,"1,686,163.00","1,480,400",94121,-122.476734,37.783783
7357,2009 Divisadero St APT 3A,9243,2,2,969,10/4/2013,10,2013,890000,Pacific Heights,5,Condominium,1987,"1,052,302.00","1,884,400",94115,-122.44083,37.78829
7358,55 Hernandez Ave,3497,1,2,1330,10/4/2013,10,2013,950000,Forest Hill Extension,5,SingleFamily,1928,"1,420,053.00","1,657,500",94127,-122.455873,37.745311
7359,88 Hoff St APT 109,10651,1.5,1,1091,10/4/2013,10,2013,975000,Mission,6,Condominium,1999,"856,994.00","1,167,700",94110,-122.420719,37.763907
7360,394 Elizabeth St,2267,2,2,1200,10/4/2013,10,2013,1000000,Noe Valley,5,Condominium,1906,"1,428,372.00","1,751,900",94114,-122.429434,37.752411
7361,338 Spear St UNIT 10E,76210,2,2,1147,10/4/2013,10,2013,1100000,South Beach,7,Condominium,2009,"1,512,835.00","1,269,100",94105,-122.390371,37.789533
7362,30 Molimo Dr,3711,2,3,1949,10/4/2013,10,2013,1185000,Miraloma Park,12,SingleFamily,1940,"1,567,052.00","1,227,600",94127,-122.446579,37.736668
7363,1419 Clay St,2639,2,3,1510,10/4/2013,10,2013,1200000,Nob Hill,8,Condominium,1907,"1,805,175.00","1,440,700",94109,-122.416512,37.792913
7364,860-864 36TH Ave,3000,5,7,3996,10/4/2013,10,2013,1365000,Outer Richmond,14,MultiFamily2To4,1973,"1,934,143.00","1,187,700",94121,-122.495693,37.772745
7365,515 Kansas St,2495,2,2,1150,10/4/2013,10,2013,1380000,Potrero Hill,5,SingleFamily,1927,"1,774,122.00","1,264,000",94107,-122.403079,37.763204
7366,581 27th St,2538,2,3,1562,10/4/2013,10,2013,1430000,Noe Valley,6,Condominium,1908,"1,553,840.00","1,751,900",94131,-122.433098,37.746302
7367,2313-2315 Jones St,2056,3.5,4,3696,10/4/2013,10,2013,2000000,Russian Hill,10,MultiFamily2To4,1936,"4,249,338.00","1,608,800",94133,-122.416614,37.802625
7368,3150 Buchanan St,2304,3,4,3200,10/4/2013,10,2013,3600000,Cow Hollow,4,SingleFamily,2013,"4,903,420.00","2,134,300",94123,-122.432262,37.799126
7369,168 Caine Ave,2495,2,3,400,10/3/2013,10,2013,540000,Oceanview,4,SingleFamily,1911,"637,134.00","752,700",94112,-122.452392,37.715514
7370,1168 Bowdoin St,3000,1,3,924,10/3/2013,10,2013,580000,Portola,5,SingleFamily,1951,"852,094.00","891,600",94134,-122.408971,37.721325
7371,1319 Gilman Ave,2495,1.5,3,1828,10/3/2013,10,2013,605000,Bayview,6,SingleFamily,1949,"869,906.00","719,000",94124,-122.394323,37.721437
7372,3500 Broderick St # 310,49213,1,1,682,10/3/2013,10,2013,665000,Marina,4,Condominium,2007,"814,295.00","2,157,700",94123,-122.445061,37.802703
7373,9 Jakey Ct,1400,3,3,2004,10/3/2013,10,2013,685000,Bayview,6,SingleFamily,1985,"884,357.00","719,000",94124,-122.384559,37.734824
7374,1975 41st Ave,2996,1,3,1214,10/3/2013,10,2013,760000,Outer Parkside,5,SingleFamily,1951,"971,462.00","982,900",94116,-122.500148,37.749942
7375,2866 22nd St,2500,1,2,1023,10/3/2013,10,2013,775000,Mission,6,Condominium,1900,"966,663.00","1,167,700",94110,-122.41179,37.75608
7376,1526 45th Ave,3000,2,2,1400,12/14/2015,12,2015,925000,Outer Sunset,8,SingleFamily,1916,"1,020,111.00","1,030,300",94122,-122.504358,37.75806
7377,2090 17th Ave,2585,2,3,1650,10/3/2013,10,2013,936000,Inner Parkside,8,Townhouse,1932,"1,453,130.00","1,304,500",94116,-122.473676,37.748988
7378,1411 Plymouth Ave,4029,2,2,1500,10/3/2013,10,2013,1080000,Westwood Park,6,SingleFamily,1920,"1,095,454.00","1,191,600",94112,-122.456773,37.727942
7379,2818 Balboa St,3515,3,4,2148,10/3/2013,10,2013,1130000,Central Richmond,11,Condominium,2000,"1,621,137.00","1,480,400",94121,-122.489172,37.776369
7380,433 Valley St,2850,2,2,1284,10/3/2013,10,2013,1380000,Noe Valley,8,SingleFamily,1927,"1,764,912.00","1,751,900",94131,-122.431956,37.743937
7381,162-164 27TH St,2850,4,4,3065,10/3/2013,10,2013,2277000,Noe Valley,11,SingleFamily,1900,"2,979,037.00","1,751,900",94110,-122.423919,37.747327
7382,132 Presidio Ave,3271,6,9,6300,10/3/2013,10,2013,3800000,Pacific Heights,20,Condominium,1912,"9,971,409.00","1,884,400",94115,-122.44713,37.790367
7383,425 1st St UNIT 4105,56024,1,1,710,10/5/2015,10,2015,992000,South Beach,3,Condominium,2008,"1,013,625.00","1,269,100",94105,-122.392173,37.786064
7384,451 Kansas St UNIT 573,80311,1,1,1,10/2/2013,10,2013,635000,Potrero Hill,3,Condominium,2007,"1,218,798.00","1,264,000",94107,-122.402984,37.764114
7385,851 Van Ness Ave APT 201,13170,2,2,1054,6/18/2015,6,2015,950000,Van Ness - Civic Center,3,Condominium,2002,"979,080.00","839,200",94109,-122.421356,37.78352
7386,3453 26th St,2355,1,1,887,10/2/2013,10,2013,653000,Mission,3,Condominium,1924,"963,808.00","1,167,700",94110,-122.419502,37.74876
7387,425 Peru Ave,2500,1,2,1182,10/2/2013,10,2013,725000,Excelsior,5,SingleFamily,1925,"787,879.00","757,400",94112,-122.42592,37.727054
7388,200 Dolores St # 10,0,2,2,1534,10/2/2013,10,2013,1600000,Mission,6,Condominium,2014,"1,891,309.00","1,167,700",94103,-122.426642,37.766119
7389,800 27th Ave,2500,3,2,1685,10/2/2013,10,2013,910000,Central Richmond,7,SingleFamily,1935,"1,409,151.00","1,480,400",94121,-122.486163,37.774208
7390,526 43rd Ave,3000,2.75,3,2164,10/2/2013,10,2013,1100000,Outer Richmond,8,SingleFamily,1908,"1,370,440.00","1,187,700",94121,-122.503648,37.778607
7391,70 Staples Ave,2809,1,3,1355,9/26/2014,9,2014,875000,Sunnyside,6,SingleFamily,1915,"1,747,379.00","1,030,800",94131,-122.443625,37.729344
7392,93 Lakeshore Dr,3136,3,4,2100,10/2/2013,10,2013,1060000,Lakeshore,8,SingleFamily,1955,"1,429,203.00","1,237,900",94132,-122.494455,37.730388
7393,945 Lombard St,4136,1,2,1174,4/1/2015,4,2015,1675000,Russian Hill,4,Condominium,1913,"1,607,670.00","1,608,800",94133,-122.417029,37.801948
7394,527 Hickory St,548,2.5,2,1392,10/1/2013,10,2013,1150000,Hayes Valley,5,SingleFamily,1900,"1,184,030.00","1,202,900",94102,-122.428784,37.774606
7395,200 Dolores St # 3,0,2.5,2,1441,10/1/2013,10,2013,1450000,Mission,5,Condominium,2013,"1,893,188.00","1,167,700",94103,-122.426642,37.766119
7396,701 Minnesota St APT 224,40243,2,2,1409,10/1/2013,10,2013,898000,Central Waterfront - Dogpatch,4,Condominium,1900,"1,209,282.00","1,124,600",94107,-122.390052,37.761314
7397,650 Delancey St APT 101,61922,1.5,2,1497,10/1/2013,10,2013,1349000,South Beach,3,Condominium,1996,"1,899,891.00","1,269,100",94107,-122.389687,37.782776
7398,1452 Bush St UNIT 11,6000,2.5,2,1174,10/1/2013,10,2013,885000,Van Ness - Civic Center,4,Condominium,2004,"1,283,254.00","839,200",94109,-122.42127,37.788839
7399,47-49 Cortland Ave,2000,2,3,1397,10/1/2013,10,2013,1678000,Bernal Heights,11,Condominium,1908,"1,500,075.00","1,214,400",94110,-122.421833,37.740832
7400,39 Nantucket Ave,2400,1,2,1264,10/1/2013,10,2013,828000,Mission Terrace,6,SingleFamily,1926,"847,045.00","986,000",94112,-122.441584,37.728115
7401,3814 24th St APT 201,2850,2,2,864,10/1/2013,10,2013,898000,Noe Valley,5,Condominium,1990,"1,077,118.00","1,751,900",94114,-122.427902,37.751912
7402,560 Jersey St,2850,1,2,1083,10/1/2013,10,2013,1351000,Noe Valley,5,SingleFamily,1910,"1,766,293.00","1,751,900",94114,-122.437655,37.750518
7403,3545 21st St,2596,2,4,2500,10/1/2013,10,2013,1900000,Eureka Valley - Dolores Heights - Castro,9,Condominium,1910,"2,473,615.00","1,718,500",94114,-122.426616,37.756339
7404,3816 22nd St,2848,5,4,6045,10/1/2013,10,2013,5550000,Eureka Valley - Dolores Heights - Castro,14,SingleFamily,1906,"5,756,710.00","1,718,500",94114,-122.432916,37.754826
7405,2631 45th Ave,3000,2,3,1575,10/1/2013,10,2013,665000,Outer Parkside,7,SingleFamily,1937,"933,806.00","982,900",94116,-122.503573,37.737457
7406,2463 32nd Ave,3000,2,3,1696,10/1/2013,10,2013,840000,Parkside,7,SingleFamily,1925,"1,089,023.00","1,094,000",94116,-122.489867,37.741247
7407,550 Stanyan St APT 9,5244,1,2,1113,10/1/2013,10,2013,887000,North Panhandle,5,Condominium,2000,"1,206,676.00","1,211,900",94117,-122.453825,37.77243
7408,226 Ashbury St,0,2,2,1221,10/1/2013,10,2013,900000,North Panhandle,5,Condominium,1890,"1,278,468.00","1,211,900",94117,-122.447595,37.773525
7409,156 Grattan St,3000,2,2,2100,10/1/2013,10,2013,1750000,Parnassus - Ashbury,6,SingleFamily,1905,"2,164,455.00","2,111,800",94117,-122.450603,37.764149
7410,1870 34th Ave,2962,1,3,1488,10/1/2013,10,2013,770000,Central Sunset,6,SingleFamily,1941,"1,232,982.00","1,111,300",94122,-122.492127,37.752233
7411,1340 38th Ave,3000,1,2,1270,10/1/2013,10,2013,818000,Outer Sunset,6,SingleFamily,1922,"1,079,143.00","1,030,300",94122,-122.497102,37.761918
7412,1755 Filbert St APT 1R,24060,1,1,1259,10/1/2013,10,2013,800000,Cow Hollow,4,Condominium,1982,"1,894,703.00","2,134,300",94123,-122.428159,37.798691
7413,1046 Ingerson Ave,2469,2,4,1290,10/1/2013,10,2013,555000,Bayview,6,SingleFamily,1963,"569,197.00","719,000",94124,-122.393714,37.719808
7414,526 Chenery St,2500,1,2,1258,10/1/2013,10,2013,905000,Glen Park,6,SingleFamily,1922,"1,490,161.00","1,628,900",94131,-122.431014,37.735327
7415,1925 Leavenworth St APT 11,7900,1,0,494,10/1/2013,10,2013,423000,Russian Hill,2,Condominium,1925,"581,700.00","1,608,800",94133,-122.417647,37.798817
7416,83 Arleta Ave,2495,1,3,1108,10/1/2013,10,2013,500000,Visitacion Valley,5,SingleFamily,1927,"734,472.00","690,400",94134,-122.404613,37.712885
7417,750 Van Ness Ave UNIT 805,15582,2,2,1091,9/30/2013,9,2013,835000,Van Ness - Civic Center,5,Condominium,2008,"1,199,696.00","839,200",94102,-122.420188,37.782379
7418,246 2nd St APT 1604,12933,2,2,1426,9/30/2013,9,2013,1265000,Yerba Buena,4,Condominium,2000,"1,945,330.00","993,200",94105,-122.397399,37.785748
7419,175 Bluxome St UNIT 109,30938,1,2,855,9/30/2013,9,2013,635000,South of Market,3,Condominium,1998,"834,283.00","957,300",94107,-122.399574,37.774379
7420,137 Thrift St,3125,1,3,1084,9/30/2013,9,2013,490000,Oceanview,5,SingleFamily,1948,"601,193.00","752,700",94112,-122.457365,37.717218
7421,130 Landers St # 130C,26284,2,2,1145,9/30/2013,9,2013,1000000,Mission,5,Condominium,1983,"1,339,553.00","1,167,700",94114,-122.42819,37.765575
7422,116 Downey St # 1,2154,1.25,2,983,9/30/2013,9,2013,960000,Parnassus - Ashbury,4,Condominium,1900,"1,026,037.00","2,111,800",94117,-122.4469,37.766735
7423,3324 Octavia St APT 4,2500,1,1,752,9/30/2013,9,2013,775000,Marina,3,Condominium,1924,"830,326.00","2,157,700",94123,-122.429648,37.803021
7424,3020 Laguna St,1674,5,5,4166,9/30/2013,9,2013,4400000,Cow Hollow,7,SingleFamily,2013,"5,844,940.00","2,134,300",94123,-122.430628,37.799191
7425,101 Crescent Way APT 2213,42325,2,2,1063,9/30/2013,9,2013,420000,Bayview,5,Condominium,2001,"518,103.00","719,000",94134,-122.389238,37.710918
7426,355 1st St UNIT 2006,38571,1,1,795,9/27/2013,9,2013,850000,South Beach,3,Condominium,2004,"957,650.00","1,269,100",94105,-122.3936,37.787029
7427,451 Kansas St UNIT 461,80311,1,0,450,1/22/2016,1,2016,640000,Potrero Hill,2,Condominium,2007,"633,089.00","1,264,000",94107,-122.402984,37.764114
7428,2090 Pacific Ave APT 301,12215,2,2,1850,9/27/2013,9,2013,1500000,Pacific Heights,5,Condominium,1928,"1,117,449.00","1,884,400",94109,-122.42961,37.79431
7429,67 Richland Ave,2500,1.5,2,1064,9/27/2013,9,2013,975000,Bernal Heights,4,SingleFamily,1890,"965,449.00","1,214,400",94110,-122.425048,37.7362
7430,320 Alabama St APT 19,17385,2,3,2130,9/27/2013,9,2013,1250000,Mission,4,Condominium,2003,"1,972,365.00","1,167,700",94110,-122.41275,37.765164
7431,964 Avalon Ave,1751,1,2,750,9/27/2013,9,2013,590000,Excelsior,4,SingleFamily,1950,"827,244.00","757,400",94112,-122.423829,37.724762
7432,2051 Broadway St,3436,4,6,3485,9/27/2013,9,2013,3150000,Pacific Heights,11,MultiFamily2To4,1948,"4,733,581.00","1,884,400",94115,-122.430767,37.794496
7433,2201 Lyon St,4396,3.5,6,3366,9/27/2013,9,2013,5250000,Pacific Heights,11,SingleFamily,1952,"7,045,051.00","1,884,400",94115,-122.446341,37.791244
7434,351 Buena Vista Ave E UNIT 201,13515,2,2,1083,9/27/2013,9,2013,975000,Buena Vista Park,4,Condominium,1987,"1,211,043.00","1,470,700",94117,-122.43959,37.766872
7435,251 Upland Dr,2735,2,3,2134,9/27/2013,9,2013,1050000,Mount Davidson Manor,8,SingleFamily,1936,"1,442,815.00","1,370,500",94127,-122.464297,37.729571
7436,5320-5330 Diamond Heights Blvd # 303J,2850,1,1,657,9/27/2013,9,2013,475000,Diamond Heights,3,Condominium,1975,"621,548.00","1,070,100",94131,-122.43696,37.74276
7437,430 Bright St,2495,1,3,1077,9/27/2013,9,2013,588000,Merced Heights,5,SingleFamily,1956,"966,375.00","883,100",94132,-122.463272,37.718514
7438,351 Princeton St,2500,2,3,1699,9/27/2013,9,2013,708000,Portola,6,SingleFamily,1956,"931,075.00","891,600",94134,-122.414749,37.725342
7439,250 King St UNIT 1406,213232,1,1,982,9/26/2013,9,2013,104500,South of Market,3,Condominium,2004,"953,151.00","957,300",94107,-122.393417,37.777641
